Gene,Fold_Difference
U71601_at,12
U72066_at,3.78711484593838
U72206_at,6.6865671641791
U72209_at,28.25
U72342_at,67.7
U72507_at,37
U72508_at,9.80434782608696
U72511_at,32.7810650887574
U72512_at,4.94727272727273
U72514_at,26.05
U72515_at,36.6
U72517_at,8.02676399026764
U72621_at,31
U72661_at,176.95
U72671_at,3.75
U72761_at,34.8
U73167_cds3_at,1
U73167_cds4_at,1
U73167_cds5_at,61.55
U73167_cds7_at,14.35
U73191_at,9.5
U73304_rna1_at,8.6
U73328_at,61.5833333333333
U73330_at,1.7
U73338_at,10.3
U73377_at,31.65
U73379_at,5.23356401384083
U73499_at,8.1
U73514_at,13.45
U73524_at,8.97058823529412
U73682_at,20.35
U73704_at,8.6
U73737_at,23.6071428571429
U73799_at,92.65
U73824_at,9.02622576966933
U73843_at,22.95
U73960_at,86.15
U74612_at,20.75
U74667_at,46.4
U75308_at,12.5
U75362_at,30.7
U75370_at,42.6
U75679_at,6.99145299145299
U75968_at,11.6018518518519
U76010_at,18.4322033898305
U76189_at,14.75
U76272_at,36.85
U76369_at,11.2
U76421_at,101.3
U76456_at,11.85
U76638_at,21.6470588235294
U76992_at,4.80970149253731
U77129_at,17.48
U77180_at,1
U77396_at,211.2
U77413_at,52.4
U77456_at,105.25
U77594_at,3.5
U77604_at,4.05420560747664
U77643_at,22.45
U77664_at,16.75
U77665_at,7.12987012987013
U77718_at,10.3859060402685
U77735_at,126.15
U77827_at,2.55666666666667
U77845_at,28.15
U77948_at,13.8315789473684
U77949_at,8.9
U77968_at,44.35
U77970_at,3.95
U77975_at,16.1
U78027_rna3_at,3.25005078204347
U78027_rna4_at,72.3571428571429
U78095_at,76.54
U78107_at,18
U78180_at,2.15
U78190_rna1_at,32.15
U78313_at,10.35
U78521_at,7.73520710059172
U78524_at,6.46511627906977
U78525_at,160.2
U78551_at,1
U78556_at,6.6510067114094
U78575_at,13.5833333333333
U78628_at,21.05
U78678_at,3.72832369942197
U78722_at,10.6
U78735_at,20.1
U78793_at,4.52551020408163
U78798_at,9.62068965517241
U78876_at,3.5
U79241_at,20.45
U79242_at,9.85
U79245_at,1
U79246_at,3.15
U79247_at,12.35
U79248_at,9.75
U79249_at,3.1
U79251_at,31.4
U79252_at,11.7325581395349
U79253_at,27.45
U79254_at,26.9120879120879
U79255_at,52.25
U79256_at,19.9
U79257_at,12.5
U79258_at,12.6
U79259_at,18.3684210526316
U79260_at,5.85608856088561
U79262_at,5.81788079470199
U79263_at,11.5
U79265_at,54.15
U79266_at,57.9
U79267_at,24.65
U79270_at,33
U79271_at,8.35
U79272_at,10
U79273_at,191.2
U79274_at,12.0218579234973
U79275_at,6.20125786163522
U79277_at,6.65
U79280_at,27.6
U79282_at,12.2
U79285_at,78
U79286_at,7.25
U79287_at,84.3
U79288_at,29.75
U79289_at,14.15
U79290_at,5.4
U79291_at,40.55
U79293_at,8.65
U79294_at,4.0625
U79295_at,19.7
U79296_at,14.25
U79297_at,23.52
U79298_at,12.75
U79299_at,19.7
U79300_at,4.1
U79301_at,2.35
U79302_at,15.7
U79303_at,59.25
U79304_at,1
U79526_at,7.55
U79716_at,29.45
U79718_at,6.04597701149425
U79725_at,123.4
U79734_at,11.5
U79751_at,1.1
U80017_rna1_at,22.6
U80017_rna2_at,24.85
U80017_rna3_at,5.13541666666667
U80034_at,1
U80040_at,4.90365448504983
U80073_at,60.45
U80184_rna1_at,20.05
U80456_at,1.1
U80457_at,40.15
U80628_at,18.2
U80669_at,27.35
U80811_at,3.25
U81001_at,42.25
U81006_at,80.05
U81262_at,3.35
U81375_at,9.20987654320988
U81523_at,15.5
U81554_at,27.0967741935484
U81556_at,18.0916334661355
U81599_at,6.33898305084746
U81600_at,81.15
U81607_at,126.45
U81787_at,10.4255319148936
U81802_at,12.2735042735043
U81984_at,21.75
U82010_rna1_at,5.66536964980545
U82130_at,25.1
U82169_at,21.825
U82256_at,18.55
U82275_at,66.3
U82303_at,5.95238095238095
U82306_at,15
U82310_at,12.5666666666667
U82311_at,5.89979550102249
U82313_at,1.9
U82319_at,11.5
U82320_at,1
U82321_at,6.4
U82468_at,1
U82532_at,7.55
U82535_at,16.45
U82613_at,31.3
U82668_rna1_at,2.15
U82671_cds2_at,36.15
U82759_at,57.85
U82818_at,10.2
U82970_at,1
U82987_at,28.3
U83115_at,31.0769230769231
U83192_at,31.7
U83246_at,23.1447368421053
U83303_cds2_at,31.25
U83410_at,10.7111111111111
U83411_at,1
U83461_at,19.95
U83463_at,23.25
U83600_at,10.6
U83601_at,2.75
U83843_at,22.3698630136986
U83908_at,15.75
U84487_at,3
U84540_at,5.5
U84551_cds2_at,1.4
U84569_at,6.02325581395349
U84573_at,2.6
U84720_at,71.05
U85193_at,3.14012738853503
U85245_at,5.98319327731092
U85265_at,11.6
U85267_at,20.55
U85430_at,12.1555555555556
U85611_at,7.09493670886076
U85658_at,3.95454545454545
U85707_at,23.75
U85767_at,184.3
U85943_at,23.1
U85946_at,20.0769230769231
U85992_at,19.1904761904762
U86070_at,3.99601593625498
U86136_at,24.8
U86214_at,9.3
U86358_at,3.3
U86409_at,34.2307692307692
U86529_at,4.45
U86602_at,15.1588785046729
U86782_at,6.63380281690141
U87223_at,23
U87269_at,1
U87309_at,2.7
U87408_at,5.12162162162162
U87459_at,3.54448398576512
U87460_at,4.3
U87964_at,24.85
U87972_at,32.95
U88047_at,56.1
U88629_at,4.95172413793103
U88666_at,19.8571428571429
U88667_at,39.65
U88726_at,15.5
U88871_at,3.35
U88892_at,12.5
U88964_at,14.862962962963
U89012_at,5.55
U89278_at,5.18586387434555
U89326_at,1
U89335_cds2_at,27.65
U89336_cds1_at,8.21029082774049
U89336_cds3_at,6.90322580645161
U89336_cds4_at,124.3
U89336_cds6_at,36.75
U89336_cds7_at,17.1
U89336_cds8_at,22.9
U89355_at,30.15
U89505_at,56.231884057971
U89606_at,6.55
U89717_at,1
U89896_at,28.7096774193548
U89916_at,5.95
U89942_at,5.3
U89995_at,4.8
U90268_at,16.8
U90304_at,11.4
U90306_at,32.7391304347826
U90313_at,4.89957264957265
U90336_at,4.55
U90426_at,6.08781869688385
U90437_at,10.7
U90544_at,5.3
U90547_at,14.9612403100775
U90549_at,97.2
U90550_at,7.20253164556962
U90551_at,107.2
U90651_at,23.5333333333333
U90716_at,8
U90878_at,15.5241228070175
U90902_at,16.9
U90904_at,66
U90905_at,4.96666666666667
U90907_at,7.42735042735043
U90908_at,15.4
U90909_at,7.49818181818182
U90910_at,9.05
U90911_at,39.25
U90912_at,11.3870967741935
U90913_at,21.55
U90914_at,14.2
U90915_at,4.05027932960894
U90916_at,140.25
U90918_at,39.05
U90919_at,25.45
U91316_at,35.85
U91327_at,23.6393442622951
U91521_at,4.35
U91616_at,2.3
U91618_at,5.05
U91903_at,18.65
U91930_at,8.896
U91931_at,49.75
U91932_at,8.09004739336493
U91985_at,34.35
U92014_at,7.48854961832061
U92015_at,5.41025641025641
U92436_at,21.6792452830189
U92458_at,4.6
U92459_at,1.65
U92971_at,43.25
U93049_at,106.2
U93091_at,7.6
U93205_at,103.297872340426
U93237_rna2_at,8.07253886010363
U93553_at,9.55
U93867_at,7.32
U94319_at,10.8758169934641
U94320_at,3.6
U94332_at,7.5
U94333_at,1
U94585_at,4.1608040201005
U94586_at,7.49342105263158
U94592_at,22.0224719101124
U94747_at,20.1
U94831_at,36.25
U94855_at,6.55035128805621
U95006_at,58.45
U95020_at,3.6
U95040_at,12.5791001451379
U95090_at,14.15
U95626_rna1_at,3.7
U95740_rna1_at,55.95
U95740_rna2_at,32.25
U96094_at,32.5
U96113_at,20.4411764705882
U96114_at,3.63870967741935
U96115_at,21.45
U96191_at,1
U96629_rna1_at,25.2
U96629_rna2_at,18.9555555555556
U96769_rna1_at,21.25
U96781_cds1_at,24.2
U96915_at,14.0955056179775
U96922_at,3.9
U97018_at,8.95
U97105_at,39.8452380952381
U97188_at,15.95
U97502_rna1_at,26.35
V00503_at,5.6
V00563_at,46.0978723404255
V00571_rna1_at,6.6
V00572_at,10.2531418312388
V01510_rna1_at,1
V01512_rna1_at,69.938202247191
V01514_at,7.75
V01515_cds1_at,19.35
X00129_at,7.9
X00237_at,9.7
X00274_at,34.70715835141
X00368_xpt2_at,11.75
X00371_rna1_at,15.35
X00588_at,2.05
X00734_at,1
X01057_at,7.85
X01059_at,15.75
X01060_at,280.45
X01388_at,22.5217391304348
X01630_at,31.8
X01715_at,12.7945205479452
X02152_at,8.17031146454606
X02158_rna1_at,1.5
X02317_at,10.8935185185185
X02404_at,11.5
X02530_at,147.05
X02544_at,1.15
X02596_at,113.1
X02612_at,19.3
X02750_at,3.30103806228374
X02751_at,14.7
X02874_at,49.05
X02910_at,43.2
X03066_at,3.5511811023622
X03072_at,49.6
X03100_cds2_at,23.775
X03168_at,12.2
X03342_at,1.04568328867394
X03473_at,37.4
X03484_at,24.6470588235294
X03635_at,3.05
X03656_rna1_at,78.4
X03663_at,21.25
X03934_at,45.5685483870968
X04011_at,115.6
X04085_rna1_at,63.1304347826087
X04106_at,7.7041847041847
X04143_at,18.6
X04145_at,130.4
X04201_at,26.2
X04297_at,7.8
X04325_at,25.8
X04327_at,38.85
X04366_at,48.15
X04391_at,11.2151898734177
X04412_at,79.9
X04434_at,17.75
X04500_at,800
X04571_at,7.35
X04688_at,4.1
X04707_at,13.05
X04741_at,1
X04828_at,211.7
X04898_rna1_at,17.3
X05153_rna1_at,15.3
X05196_at,113.4
X05232_at,5
X05246_at,6.95
X05276_at,35.4557823129252
X05299_at,1
X05323_at,40.9047619047619
X05360_at,16.95
X05409_at,116.15
X05608_at,5.85
X05615_at,8.95
X05908_at,521.9
X05997_at,8.15
X06256_at,44.3
X06272_at,4.1937984496124
X06290_at,5
X06323_at,20.5789473684211
X06389_at,1
X06482_at,51.85
X06562_at,6
X06614_at,108.25
X06617_at,1.16355174169151
X06661_at,5.1
X06745_at,36.05
X06948_at,15.9
X06985_at,103.85
X07024_at,3.2654028436019
X07109_at,239.25
X07173_at,10.6
X07290_at,10.7125
X07315_at,53.2
X07384_at,15.55
X07495_at,6.8
X07695_at,25.85
X07696_at,1
X07732_at,3.9
X07743_at,200.2
X07767_at,59.65
X07820_at,10.7
X07834_at,66.05
X07876_at,19.75
X07948_at,4.38679245283019
X07979_at,21.3714285714286
X07994_at,4.4
X12433_at,7.98765432098765
X12447_at,9.04801200300075
X12451_at,222.8
X12453_at,14.55
X12458_rna1_at,20.75
X12492_at,6.4973544973545
X12517_at,1
X12556_at,2.15
X12662_rna1_at,6.95
X12791_at,6.71729957805907
X12794_at,4.15183246073298
X12901_at,2.15
X13227_at,29.55
X13238_at,5.76690211907164
X13255_at,14.5
X13293_at,87.85
X13334_at,128.55
X13444_at,5.26682134570766
X13482_at,5.11061946902655
X13546_rna1_at,14.5231175693527
X13589_at,1
X13794_rna1_at,8.94297872340426
X13839_at,39.15
X13916_at,17.15
X13956_at,41.2
X13967_at,32.1707317073171
X13973_at,9.44303797468354
X14046_at,188.627906976744
X14329_at,16.1195652173913
X14346_at,11.85
X14362_at,4.25
X14445_at,19.35
X14448_at,15.6535433070866
X14675_at,9.0593220338983
X14787_at,49.35
X14789_at,5.22674418604651
X14813_at,47.25
X14830_at,20.35
X14850_at,108.4375
X14894_at,3.65
X14968_at,1
X14975_at,330.5
X15088_at,3.7
X15183_at,5.98796680497925
X15187_at,7.19591836734694
X15217_at,1
X15218_at,5.5
X15306_rna1_at,13
X15341_at,3.44054580896686
X15357_at,30.55
X15376_at,25.35
X15393_rna1_at,10.5197740112994
X15414_at,16.0506329113924
X15525_rna1_at,5.0983606557377
X15573_at,115.55
X15722_at,7.2
X15822_at,7.85549132947977
X15875_at,43.05
X15880_at,70.75
X15882_at,32.3454545454545
X15940_at,1.06185293336873
X15943_at,2.7
X15949_at,41.1
X16064_at,1
X16135_at,4.97674418604651
X16282_at,5.75
X16316_at,8.99781181619256
X16354_at,11.55
X16396_at,62.9
X16416_at,16.1948051948052
X16560_at,5.26043503821282
X16662_at,4.1
X16663_at,14.9453781512605
X16665_at,45.3
X16667_at,32.15
X16706_at,187.75
X16707_at,5
X16832_at,145.65
X16901_at,3.5
X16983_at,81.5
X17025_at,123.15
X17042_at,78.5928571428571
X17094_at,82.75
X17098_at,16.2
X17206_at,1
X17254_at,66.25
X17576_at,11.2
X17620_at,9.5364238410596
X17622_at,9.140625
X17648_at,16.2
X17651_at,35.9
X51405_at,4.2
X51408_at,26.05
X51417_at,1
X51420_at,6.6
X51466_at,4.26579229122056
X51521_at,14.9002525252525
X51602_at,1
X51630_at,17.3
X51688_at,24.1
X51730_at,2.45
X51757_at,57.25
X51801_at,4.75
X51804_at,16.0967741935484
X51952_xpt1_at,1
X51953_at,4.25
X51954_at,7.6
X51956_rna1_at,30.55
X51985_at,1
X52001_at,5.9
X52003_at,24.35
X52005_at,14.5
X52008_at,28.4
X52011_at,25.95
X52056_at,145.5
X52142_at,24.95
X52151_at,7.19090909090909
X52192_at,23.0377358490566
X52221_at,11.1
X52425_at,73.45
X52479_at,6.00869565217391
X52520_at,16.35
X52541_at,199.75
X52599_at,13.85
X52638_at,39.1
X52730_rna1_at,4.56470588235294
X52773_at,34.75
X52851_rna1_at,3.94088669950739
X52882_at,11.0524781341108
X52943_at,34.95
X52947_at,82.65
X52966_at,4.44936284372904
X53331_at,8.82142857142857
X53414_at,28.75
X53416_at,340.85
X53586_rna1_at,421.05
X53587_at,1
X53742_at,1.15
X53777_at,3.00978179082017
X53793_at,14.289156626506
X53795_at,34.2
X53961_at,31.1
X54131_at,7.45
X54150_at,12.1
X54162_at,1
X54232_at,56.95
X54304_at,10.0363636363636
X54326_at,15.7446808510638
X54380_at,2.75
X54637_at,4.66894197952218
X54673_at,4
X54816_at,20
X54870_at,42.2352941176471
X54871_at,10
X54925_at,2.4
X54936_at,18.65
X54938_at,78.8
X54941_at,57.55
X54942_at,20.3333333333333
X55079_rna1_at,6.54245283018868
X55330_at,4.7
X55448_cds2_at,12.2
X55544_at,17.55
X55666_at,8.37647058823529
X55668_at,97.25
X55715_at,1.50715900527506
X55733_at,7.38376383763838
X55740_at,40.75
X55777_cds2_at,1
X55885_at,62.3
X55889_at,13.2
X55954_at,1.30367473315408
X56199_at,19.2962962962963
X56253_rna1_at,7.21174377224199
X56411_rna1_at,15.4
X56465_at,20.75
X56468_at,5.27075812274368
X56494_at,92.3451327433628
X56654_at,6.2
X56667_at,18.6666666666667
X56677_at,11.5
X56692_at,13.8
X56741_at,29.9
X56807_at,8.1
X56932_at,1
X56997_rna1_at,1.9256228186304
X57025_at,9.95
X57129_at,50.2
X57206_at,80.25
X57303_at,5.5609756097561
X57346_at,7.06518010291595
X57398_at,5.98192771084337
X57522_at,106.25
X57766_at,5.008
X57830_at,1
X57959_at,3.98229166666667
X58022_at,1
X58079_at,8.8
X58234_at,1
X58255_at,35.65
X58288_at,43.6
X58377_at,9.3
X58521_at,13.0126582278481
X58529_at,726.9
X58723_at,7.05
X58964_at,1
X58987_at,2.2
X59065_at,17.2
X59131_at,3.35
X59350_at,165.55
X59372_at,1
X59373_at,23.6
X59405_at,23.45
X59417_at,78.6060606060606
X59434_at,48.55
X59543_at,28.8
X59618_at,26.5
X59656_at,8.15
X59710_at,7.4
X59711_at,18.95
X59727_at,18.8
X59766_at,12
X59770_at,5.74444444444444
X59798_at,1
X59812_at,12.75
X59834_at,86.6260162601626
X59841_at,25.4716981132075
X59871_at,370.25
X59892_at,7.31775700934579
X60036_at,4.41630716134599
X60188_at,5.1609907120743
X60221_at,6.46153846153846
X60382_rna1_at,13.2
X60483_at,30.75
X60484_at,10.7
X60486_at,71.593984962406
X60489_at,4.36681222707424
X60592_at,63.45
X60655_at,25.1
X60673_rna1_at,42.25
X60708_at,58.5
X60957_at,32.15
X60992_at,69.6
X61070_at,1
X61072_at,5.79084967320261
X61079_at,15.6
X61100_rna1_at,22.72
X61118_rna1_at,132.6
X61123_at,237.85
X61177_at,5.6
X61373_at,22.15
X61587_at,140.05
X61615_at,6.19607843137255
X61970_at,7.20819112627986
X62025_rna1_at,8.93617021276596
X62048_at,21.1
X62055_at,17.457399103139
X62078_at,44.05
X62320_at,69.9408866995074
X62466_at,14.6839378238342
X62535_at,198.95
X62573_at,11.3269230769231
X62654_rna1_at,379.45
X62691_at,1.230012300123
X62744_at,461.9
X62822_at,10.2
X63097_at,10.15
X63187_at,15.75
X63337_at,11.5128205128205
X63359_at,44.35
X63380_at,1
X63417_at,51.25
X63422_at,10.8741258741259
X63454_at,19.45
X63469_at,31.6
X63527_at,1
X63546_at,12.1
X63563_at,51.45
X63578_rna1_at,17.35
X63597_at,4.9
X63629_at,20.2
X63657_at,6.36363636363636
X63679_at,14.6015625
X63692_at,5.71428571428571
X63753_at,58.40625
X63755_at,51
X63759_at,3.95
X64037_at,15.9633027522936
X64044_at,31.4
X64229_at,17.7843137254902
X64269_at,5.12666666666667
X64330_at,9.69130434782609
X64364_at,286.928571428571
X64559_at,1
X64594_at,77.2
X64643_at,6.15
X64707_at,3.57470210815765
X64728_at,27.65
X64810_at,10.95
X64838_at,35.25
X64878_at,16.95
X65233_at,5.4
X65293_at,4.2
X65550_at,29.3
X65614_at,17.8571428571429
X65633_at,6.8
X65644_at,27.2
X65663_at,3
X65724_at,11.85
X65867_at,8.67768595041322
X65873_at,9.83333333333333
X65977_at,52.9
X66079_at,20.3532338308458
X66114_rna1_at,19.75
X66141_at,5.95876288659794
X66171_at,19
X66358_at,7.45
X66360_at,3.2
X66362_at,28
X66363_at,51.5
X66364_at,6.93888888888889
X66365_at,77.45
X66397_at,8.15609756097561
X66401_cds1_at,29.9846153846154
X66403_at,54.1
X66417_at,5.3716814159292
X66436_at,36.9
X66503_at,44.8
X66533_at,43.8
X66534_at,65.7
X66610_at,11.5
X66839_at,30.1
X66867_cds1_at,47.5
X66899_at,104.1
X66922_at,6.15
X66945_at,82.05
X67081_at,3.65
X67098_at,37.4
X67155_at,21.1212121212121
X67247_rna1_at,1
X67318_at,1
X67325_at,273.15
X67337_at,12.1
X67594_at,38.85
X67683_at,25.8
X67697_at,21.25
X67698_at,28.2944785276074
X67734_at,22.5
X67951_at,41.7114754098361
X68149_at,21.05
X68194_at,40.45
X68242_at,8.05
X68264_rna1_at,21.2
X68277_at,25.0391236306729
X68314_at,4.25
X68486_at,4.77811550151976
X68487_at,30.15
X68560_at,47.4722222222222
X68561_at,28.85
X68733_rna1_at,6.28899082568807
X68742_at,25.3
X68836_at,42.15
X68994_at,5.09090909090909
X69089_at,8.7
X69090_at,1
X69111_at,21.4812030075188
X69141_at,41.4516129032258
X69150_at,1
X69391_at,2.35675357195463
X69398_at,24.4210526315789
X69433_at,8.05420054200542
X69550_at,9.04725415070243
X69636_at,10.6785714285714
X69699_at,6.01929260450161
X69819_at,183.65
X69838_at,86.4
X69878_at,12.2134831460674
X69908_rna1_at,6.42190152801358
X69910_at,14.1973684210526
X69978_at,13.8225806451613
X70040_at,7.01915708812261
X70070_at,39.65
X70083_at,5.8
X70218_at,24.7722772277228
X70297_at,89.5384615384615
X70340_at,7.75
X70394_at,28.9885057471264
X70476_at,58.9
X70649_at,41.6
X70683_at,52.2096774193548
X70991_at,39.05
X71125_at,4.8
X71129_at,16.6582278481013
X71135_at,17.6
X71348_at,1
X71428_at,5.66076294277929
X71490_at,52.65
X71874_cds1_at,228.95
X71877_at,17.65
X71973_at,29.2877697841727
X72012_at,67.55
X72177_rna1_at,8.16438356164384
X72308_at,35.45
X72755_at,6.28155339805825
X72790_at,30.7
X72841_at,7.43023255813953
X72879_at,20.8
X72882_at,1
X72925_at,1
X72964_at,4.06188925081433
X73079_at,13.3
X73113_at,4.83544303797468
X73460_at,1.17881087453032
X73501_at,1
X73608_at,15.1
X73874_at,5.45
X73882_at,13.7
X74008_at,8.69090909090909
X74039_at,14
X74104_at,6.47768595041322
X74262_at,212.65
X74295_at,52.1
X74328_rna1_at,29.9
X74330_at,24.15
X74331_at,14.15
X74496_at,13.0227272727273
X74570_at,50.45
X74614_at,3.63720930232558
X74764_at,20.7058823529412
X74794_at,91.35
X74795_at,5.59082397003745
X74801_at,23.3251533742331
X74819_at,17.05
X74837_at,129.65
X75042_at,10.6761904761905
X75208_at,7.1689497716895
X75252_at,9.4885993485342
X75304_at,9.26530612244898
X75308_at,10.2
X75315_at,166.25
X75342_at,47.35
X75535_at,12.5
X75546_at,26.9
X75593_at,11.0859728506787
X75756_at,12.05
X75861_at,13.782334384858
X75917_at,1
X75958_at,2.4
X75962_at,5.67039106145251
X76013_at,7.99859943977591
X76029_at,9
X76040_at,19.7297297297297
X76057_at,28.75
X76059_at,37.75
X76061_at,22.45
X76092_at,1
X76104_at,12.0681818181818
X76105_at,37.7
X76132_at,18.3103448275862
X76180_at,17.1
X76228_at,4.3371104815864
X76302_at,11.8421052631579
X76342_at,2.8
X76383_at,3.15
X76498_at,3.45
X76534_at,7.25
X76538_at,5.72340425531915
X76648_at,34.2333333333333
X76717_at,8.54582210242588
X76732_at,112.033333333333
X76770_at,4.53602305475504
X77094_at,158.85
X77166_at,7.4
X77197_at,15.1
X77307_at,11.65
X77366_at,18.3
X77383_at,1
X77533_at,8.05
X77548_at,41.2592592592593
X77584_at,11.6747252747253
X77737_at,513.15
X77744_at,6.2
X77748_at,9.45
X77794_at,46.9787234042553
X77909_at,35.9
X78031_at,34.4078947368421
X78121_at,1
X78136_at,7.2107969151671
X78342_at,5.5
X78520_at,8.4
X78549_at,59.05
X78565_at,4.7
X78578_at,5.7
X78627_at,8.97619047619048
X78669_at,10.2352941176471
X78678_at,1
X78687_at,22.75
X78706_at,71.15
X78710_at,20.9
X78817_at,9.45404411764706
X78924_at,43.05
X78925_at,56.75
X78926_at,8.95
X78933_at,7.35
X78992_at,756.25
X79066_at,42.95
X79067_at,75.05
X79201_at,19.3
X79204_at,12.15
X79234_at,2.07495785241862
X79353_at,111.6
X79439_at,20.2105263157895
X79440_at,21.6
X79483_at,16.4
X79510_at,5.8
X79536_at,13.8683127572016
X79568_at,6.35
X79780_at,36.45
X79781_at,12.6315789473684
X79865_at,51.8
X79882_at,113.7
X79888_at,13.45
X79981_at,6.12121212121212
X79984_at,13.2
X80026_at,30.9
X80062_at,16.85
X80198_at,31.65
X80199_at,5.56814449917898
X80200_at,8.11532625189681
X80230_at,11.6603773584906
X80343_at,1
X80497_at,8.59036144578313
X80507_at,16.5
X80590_at,28.8
X80692_at,17.021978021978
X80695_at,17.0786516853933
X80754_at,3.23878205128205
X80822_at,1.65408870050656
X80907_at,7.87431693989071
X80909_at,3.2258064516129
X80910_at,13.5232558139535
X80915_rna1_at,5.39072847682119
X80923_at,6.01904761904762
X81003_at,16.9294117647059
X81198_at,8.27878787878788
X81333_at,12.65
X81372_at,15.25
X81420_at,1
X81438_at,1
X81479_at,19.45
X81636_at,8.1
X81788_at,19.2
X81817_at,22.9078947368421
X81882_at,15
X81889_at,14.0384615384615
X81892_at,14.35
X81895_at,5.2
X82018_at,3.4
X82068_at,2.3
X82103_at,4.38578680203046
X82125_at,6.9
X82153_at,7.05
X82200_at,23.8513513513514
X82207_at,47.05
X82224_at,13.8
X82240_rna1_at,800
X82324_at,10.4
X82434_at,6.36206896551724
X82456_at,14.7013574660633
X82494_at,40
X82539_at,4.95
X82554_rna1_at,33.4285714285714
X82629_at,1.8
X82634_at,5.075
X82676_at,2.55
X82693_at,27.25
X82877_at,6.16666666666667
X82895_at,5.72507552870091
X83107_at,1.55
X83127_at,61.1
X83218_at,5.08390646492435
X83368_at,3.92929292929293
X83378_at,29.5
X83412_at,7.4
X83425_at,3.12454212454212
X83441_at,50
X83543_at,10.05
X83572_at,14.35
X83573_at,30.75
X83618_at,3.3
X83703_at,1
X83928_at,32.8260869565217
X83973_at,4.80459770114942
X84002_at,21.4
X84003_at,3
X84194_at,13.3870967741935
X84195_at,5
X84373_at,178.6
X84707_rna1_at,1
X84709_at,33.1
X84740_at,6.42105263157895
X84746_at,12.15
X84908_at,16.8
X85106_at,30.5
X85133_at,15.85
X85134_rna1_at,14.95
X85178_at,1
X85237_at,24.45
X85372_at,8.07718120805369
X85373_at,11.8888888888889
X85545_at,27.35
X85740_at,10.3
X85750_at,24.5
X85753_at,4.65
X85785_rna1_at,5.06030150753769
X85786_at,5.06403940886699
X86012_at,5.19393939393939
X86018_at,50.45
X86019_at,9.45
X86098_at,10.4
X86163_at,1
X86400_at,1
X86564_at,1.7
X86570_at,48.5172413793103
X86681_at,6.31761006289308
X86691_at,197.1
X86693_at,6.95
X86779_at,7.4037037037037
X86809_at,61
X86816_at,1
X87159_at,2.05
X87160_at,20.45
X87176_at,18.55
X87212_at,50.4
X87237_at,48.15
X87241_at,69.55
X87342_at,1
X87613_at,11.8
X87767_at,11.4
X87838_at,10.0158311345646
X87843_at,3.25
X87852_at,1
X87870_at,4.3
X87904_at,35.5
X89059_at,7
X89066_at,6.7
X89067_at,4.25
X89211_at,3.76724137931034
X89267_at,5.43521594684385
X89398_cds2_at,28.5555555555556
X89416_at,9.5
X89426_at,3
X89576_at,36.2
X89750_at,10.2771084337349
X89894_at,14.6666666666667
X89960_at,11.4797297297297
X89984_at,18.8
X89985_at,8.07222222222222
X90568_at,3.95
X90761_at,3.45147679324895
X90763_at,4.5026455026455
X90780_rna1_at,10.8
X90828_at,1
X90840_at,18.2
X90857_at,19.95
X90858_at,185.25
X90872_at,14.2297297297297
X90908_at,8.6
X90978_at,4.31756756756757
X90999_at,21.05
X91103_at,13.85
X91117_rna1_at,24
X91141_at,4.9
X91148_at,1
X91220_at,10.85
X91247_at,5.65111940298507
X91249_at,55.8
X91257_at,5.38864628820961
X91348_at,6.65
X91504_at,10.9246575342466
X91648_at,10.55
X91788_at,27.8441558441558
X91809_at,160.95
X91868_at,9.45
X91992_at,4.65
X92098_at,61.2380952380952
X92106_at,6.90909090909091
X92110_at,6.14285714285714
X92396_at,7.24615384615385
X92475_at,27.1
X92521_at,5.57142857142857
X92689_at,6.6
X92715_at,7.97014925373134
X92720_at,40.8
X92744_at,34.7
X92762_at,44
X92814_at,25.75
X92896_at,84.7
X92972_at,41
X93017_at,6.8
X93036_at,8.55
X93498_at,18
X93499_at,45.2
X93510_at,2.9
X93512_at,22.65
X93920_at,206.25
X93921_at,11.4473684210526
X93996_rna1_at,99.15
X94232_at,9.21951219512195
X94333_at,1
X94453_at,29.15
X94612_at,15.45
X94629_at,1
X94703_at,5.55
X94754_at,3.90592334494774
X94910_at,87.3
X95073_at,16.1
X95095_at,4.6
X95152_rna1_at,11.55
X95190_at,1
X95191_at,11.95
X95237_at,5.2
X95239_at,3.2
X95289_at,8.1
X95384_at,9.45
X95404_at,2.36406619385343
X95406_at,28.25
X95586_at,3.97841726618705
X95592_at,27.7
X95648_at,26.75
X95654_at,2.15
X95715_at,7.95
X95735_at,310.9
X95826_at,12.3
X96381_rna1_at,13.2432432432432
X96401_at,67.9
X96484_at,7.47902097902098
X96584_at,40.05
X96586_at,27.9811320754717
X96698_at,43
X96719_at,365.7
X96752_at,31.3255813953488
X96753_at,4.9
X96783_rna1_at,27.75
X96849_at,41.25
X96924_rna1_at,10.3365384615385
X96969_at,5.49751243781095
X97058_at,11.45
X97064_at,4.85
X97065_at,24.8
X97074_at,22.5045871559633
X97160_rna1_at,5.20408163265306
X97198_at,4.53505535055351
X97249_at,3.3019801980198
X97301_at,1
X97302_at,5.43653250773994
X97303_at,16.95
X97324_at,171.35
X97335_at,20.45
X97544_at,6.35537190082645
X97630_at,26.5
X97671_at,9.05
X97674_at,1
X97675_rna1_at,5.2
X97795_at,18.25
X98001_at,4.90860215053763
X98085_at,20.8655462184874
X98172_at,32.5
X98176_at,14.7
X98206_at,5.15
